"","nflId","game_play_frameId","gameId","playId","frameId","displayName","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event","game_playId","dist_from_ball","defensiveTeam","on_defense","has_ball","dist_from_bc"
"1028",46212,"2022091106-1798-32",2022091106,1798,32,"Ja'Whaun Bentley","2022-09-11 14:35:52.799999",8,"NE","left",75.58,23.54,2.74,1.6,0.28,49.63,134.3,"first_contact","2022091106-1798",0,"NE",1,0,1.405133
"1132",54586,"2022091106-2358-45",2022091106,2358,45,"Jack Jones","2022-09-11 14:57:48.900000",13,"NE","left",73.19,46.29,8.92,3.91,0.91,332.65,343.78,"first_contact","2022091106-2358",0,"NE",1,0,1.044844
"1133",53467,"2022091106-2384-35",2022091106,2384,35,"Christian Barmore","2022-09-11 14:58:33.799999",90,"NE","left",65.13,24.57,1.96,1.47,0.2,28.91,151.28,"first_contact","2022091106-2384",0,"NE",1,0,1.151564
"1029",52991,"2022091106-2405-7",2022091106,2405,7,"Myles Bryant","2022-09-11 14:59:20.500000",27,"NE","left",59.77,44.69,5.91,2.42,0.6,309.27,90.11,"first_contact","2022091106-2405",0,"NE",1,0,0.4188078
"223",42433,"2022091106-2429-33",2022091106,2429,33,"Carl Davis","2022-09-11 15:00:08.400000",98,"NE","left",44.52,29.64,3.05,0.19,0.31,221.37,202.14,"first_contact","2022091106-2429",0,"NE",1,0,0.5990826
"730",46212,"2022091106-2450-9",2022091106,2450,9,"Ja'Whaun Bentley","2022-09-11 15:00:51.900000",8,"NE","left",41.22,22.61,2.78,4.45,0.3,27.44,120.96,"first_contact","2022091106-2450",0,"NE",1,0,0.3679674
"934",52445,"2022091106-2767-29",2022091106,2767,29,"Kyle Dugger","2022-09-11 15:16:36.299999",23,"NE","right",27.56,22.62,3.94,0.91,0.39,300.66,357.81,"first_contact","2022091106-2767",0,"NE",1,0,1.038171
"534",43522,"2022091106-290-13",2022091106,290,13,"Jalen Mills","2022-09-11 13:13:28.299999",2,"NE","left",75.51,2.4,4.82,4.53,0.52,194.37,153.55,"first_contact","2022091106-290",0,"NE",1,0,0.5140039
"224",43435,"2022091106-2935-36",2022091106,2935,36,"Matt Judon","2022-09-11 15:26:13.799999",9,"NE","right",59.75,35.73,4.03,0.37,0.4,333.53,356.36,"first_contact","2022091106-2935",0,"NE",1,0,1.392839
"225",37308,"2022091106-3277-32",2022091106,3277,32,"Lawrence Guy","2022-09-11 15:40:16.200000",93,"NE","right",58.79,33.8,4.84,2.05,0.5,330.25,8.49,"first_contact","2022091106-3277",0,"NE",1,0,0.7353911
"731",47938,"2022091106-3337-17",2022091106,3337,17,"Mack Wilson","2022-09-11 15:43:02.599999",30,"NE","right",65.45,49.43,8.26,3.32,0.84,35.2,32.51,"first_contact","2022091106-3337",0,"NE",1,0,0.2785678
"226",42433,"2022091106-3361-30",2022091106,3361,30,"Carl Davis","2022-09-11 15:43:47.200000",98,"NE","right",74.44,33.73,1.72,0.24,0.16,196.9,267.09,"first_contact","2022091106-3361",0,"NE",1,0,0.9667471
"227",37308,"2022091106-338-34",2022091106,338,34,"Lawrence Guy","2022-09-11 13:14:52.700000",93,"NE","left",68.4,32.49,2.09,1.78,0.22,26.5,330.44,"first_contact","2022091106-338",0,"NE",1,0,1.414214
"637",44866,"2022091106-3399-44",2022091106,3399,44,"Raekwon McMillan","2022-09-11 15:45:25.099999",50,"NE","right",79.38,41.25,7.64,3.98,0.76,43.65,46.8,"first_contact","2022091106-3399",0,"NE",1,0,0.986002
"228",37308,"2022091106-3497-31",2022091106,3497,31,"Lawrence Guy","2022-09-11 15:51:17.799999",93,"NE","right",94.33,24.64,2.1,0.8,0.21,337.15,359.56,"first_contact","2022091106-3497",0,"NE",1,0,1.280976
"535",43522,"2022091106-359-43",2022091106,359,43,"Jalen Mills","2022-09-11 13:15:38.400000",2,"NE","left",61.42,43.84,0.85,5.64,0.06,82.19,344.83,"first_contact","2022091106-359",0,"NE",1,0,0.8958795
"638",44866,"2022091106-466-31",2022091106,466,31,"Raekwon McMillan","2022-09-11 13:19:58.799999",50,"NE","left",29.72,24.92,1.32,3.56,0.13,79.37,1.73,"first_contact","2022091106-466",0,"NE",1,0,1.318218
"330",42116,"2022091106-499-30",2022091106,499,30,"Adrian Phillips","2022-09-11 13:20:39.099999",21,"NE","left",30.11,32.56,2.07,4.41,0.23,135.87,79.24,"first_contact","2022091106-499",0,"NE",1,0,0.5860034
"536",43435,"2022091106-883-23",2022091106,883,23,"Matt Judon","2022-09-11 13:38:34.299999",9,"NE","right",25.02,22.03,4.59,3.28,0.45,359.67,37.59,"first_contact","2022091106-883",0,"NE",1,0,0.8188406
"829",44991,"2022091106-904-30",2022091106,904,30,"Davon Godchaux","2022-09-11 13:39:16.200000",92,"NE","right",27.37,25.69,2.26,0.93,0.23,239.16,17.45,"first_contact","2022091106-904",0,"NE",1,0,0.6512296
"537",43700,"2022091106-950-16",2022091106,950,16,"Jonathan Jones","2022-09-11 13:41:13.799999",31,"NE","right",39.03,38.5,0.55,5.18,0.04,208.5,147.18,"first_contact","2022091106-950",0,"NE",1,0,0.9534149
"130",35466,"2022091106-974-9",2022091106,974,9,"Devin McCourty","2022-09-11 13:41:58.200000",32,"NE","right",54.39,23.98,3.64,3,0.37,160.42,233.63,"first_contact","2022091106-974",0,"NE",1,0,0.7818568
"440",43700,"2022091106-998-58",2022091106,998,58,"Jonathan Jones","2022-09-11 13:42:47.599999",31,"NE","right",57.22,43.42,4.15,3.05,0.4,199.66,136.94,"first_contact","2022091106-998",0,"NE",1,0,0.9767292
"331",42816,"2022090800-101-38",2022090800,101,38,"Troy Hill","2022-09-08 20:25:11.900000",2,"LA","left",69.59,41.88,4.52,4.8,0.45,152.78,180,"first_contact","2022090800-101",0,"LA",1,0,1.674306
"732",47862,"2022090800-1030-8",2022090800,1030,8,"David Long","2022-09-08 21:01:45.500000",22,"LA","right",60.77,36.99,3.85,2.93,0.39,312,247.59,"first_contact","2022090800-1030",0,"LA",1,0,0.6067125
"1030",52492,"2022090800-1102-14",2022090800,1102,14,"Terrell Lewis","2022-09-08 21:03:52.599999",52,"LA","right",84.84,44.4,2.91,5.27,0.28,140.09,208.97,"first_contact","2022090800-1102",0,"LA",1,0,0.3255764
"131",38577,"2022090800-122-20",2022090800,122,20,"Bobby Wagner","2022-09-08 20:25:52.900000",45,"LA","left",62.42,44.97,6.35,3.78,0.65,56.97,350.13,"first_contact","2022090800-122",0,"LA",1,0,1.390575
"639",43335,"2022090800-146-38",2022090800,146,38,"A'Shawn Robinson","2022-09-08 20:26:33.099999",94,"LA","left",59.19,24.84,4.05,1.73,0.41,173.57,194.06,"first_contact","2022090800-146",0,"LA",1,0,1.1245
"538",43298,"2022090800-167-14",2022090800,167,14,"Leonard Floyd","2022-09-08 20:27:11.700000",54,"LA","left",48.44,26.39,6.28,2.4,0.62,200.75,225.35,"first_contact","2022090800-167",0,"LA",1,0,1.313697
"1134",52492,"2022090800-191-41",2022090800,191,41,"Terrell Lewis","2022-09-08 20:27:46.099999",52,"LA","left",45.07,40.78,2.65,4.64,0.29,176.93,356.13,"first_contact","2022090800-191",0,"LA",1,0,0.6328507
"332",42816,"2022090800-2043-43",2022090800,2043,43,"Troy Hill","2022-09-08 21:57:16.299999",2,"LA","left",59.5,17.51,4.16,4.16,0.4,65.5,331.48,"first_contact","2022090800-2043",0,"LA",1,0,0.6802941
"132",38577,"2022090800-2072-38",2022090800,2072,38,"Bobby Wagner","2022-09-08 21:57:55.799999",45,"LA","left",56.83,11.29,4.66,3.71,0.48,119.85,171.23,"first_contact","2022090800-2072",0,"LA",1,0,1.577149
"935",47939,"2022090800-2093-38",2022090800,2093,38,"Justin Hollins","2022-09-08 21:58:42.400000",58,"LA","left",52.5,20.05,4.7,1.71,0.46,285.64,269.03,"first_contact","2022090800-2093",0,"LA",1,0,0.3465545
"133",38577,"2022090800-212-8",2022090800,212,8,"Bobby Wagner","2022-09-08 20:28:26.400000",45,"LA","left",36.82,47.58,8.46,1.74,0.85,355.87,334.34,"first_contact","2022090800-212",0,"LA",1,0,0.4924429
"1031",48026,"2022090800-2137-32",2022090800,2137,32,"Nick Scott","2022-09-08 22:00:04.000000",33,"LA","left",47.28,8.26,9.13,3.38,0.92,151.39,186.87,"first_contact","2022090800-2137",0,"LA",1,0,1.068316
"640",43335,"2022090800-2163-40",2022090800,2163,40,"A'Shawn Robinson","2022-09-08 22:00:46.200000",94,"LA","left",39.96,10.5,2.24,2.67,0.24,145.34,252.8,"first_contact","2022090800-2163",0,"LA",1,0,0.9457801
"1032",52492,"2022090800-2184-28",2022090800,2184,28,"Terrell Lewis","2022-09-08 22:01:30.099999",52,"LA","left",24.97,25.06,3.14,5.4,0.29,67.37,25.45,"first_contact","2022090800-2184",0,"LA",1,0,0.4933559
"333",42816,"2022090800-2208-16",2022090800,2208,16,"Troy Hill","2022-09-08 22:02:08.400000",2,"LA","left",26.96,6.56,4.15,2.8,0.41,171.05,162.52,"first_contact","2022090800-2208",0,"LA",1,0,0.8915716
"1135",53532,"2022090800-2464-17",2022090800,2464,17,"Ernest Jones","2022-09-08 22:14:30.799999",53,"LA","left",101.34,20.79,5.24,3.21,0.52,180.01,192.66,"first_contact","2022090800-2464",0,"LA",1,0,0.3189044
"936",48026,"2022090800-2485-40",2022090800,2485,40,"Nick Scott","2022-09-08 22:15:12.799999",33,"LA","left",91.39,10.64,7.49,3.89,0.76,135.88,194.38,"first_contact","2022090800-2485",0,"LA",1,0,0.9433981
"830",47917,"2022090800-2506-37",2022090800,2506,37,"Greg Gaines","2022-09-08 22:15:53.200000",91,"LA","left",90.04,13.64,2.85,2.19,0.26,92.01,179.57,"first_contact","2022090800-2506",0,"LA",1,0,0.6307139
"831",47917,"2022090800-2551-31",2022090800,2551,31,"Greg Gaines","2022-09-08 22:17:15.900000",91,"LA","left",77.73,20.97,2.05,2.01,0.2,147.17,200.75,"first_contact","2022090800-2551",0,"LA",1,0,0.5872819
"1136",53532,"2022090800-2572-7",2022090800,2572,7,"Ernest Jones","2022-09-08 22:17:56.400000",53,"LA","left",72.38,22.13,2.77,2.99,0.28,5.7,51.75,"first_contact","2022090800-2572",0,"LA",1,0,0.8905055
"441",43294,"2022090800-2599-9",2022090800,2599,9,"Jalen Ramsey","2022-09-08 22:21:05.900000",5,"LA","left",66.83,41.17,3.57,4.08,0.37,177.97,179.82,"first_contact","2022090800-2599",0,"LA",1,0,0.8731552
"733",47862,"2022090800-2688-9",2022090800,2688,9,"David Long","2022-09-08 22:27:07.099999",22,"LA","right",99.16,29.4,7.81,4.69,0.78,204.18,151.62,"first_contact","2022090800-2688",0,"LA",1,0,0.768505
"641",43335,"2022090800-2712-37",2022090800,2712,37,"A'Shawn Robinson","2022-09-08 22:27:50.099999",94,"LA","right",105.75,22.39,2.9,1.66,0.3,198,173.09,"first_contact","2022090800-2712",0,"LA",1,0,0.52
"134",38577,"2022090800-2755-18",2022090800,2755,18,"Bobby Wagner","2022-09-08 22:29:06.500000",45,"LA","right",109.13,11.48,4.59,1.15,0.46,205.12,186.91,"first_contact","2022090800-2755",0,"LA",1,0,0.3394113
"1137",53532,"2022090800-2934-7",2022090800,2934,7,"Ernest Jones","2022-09-08 22:39:26.799999",53,"LA","right",52.22,15.44,4.05,3.41,0.42,229.26,214.53,"first_contact","2022090800-2934",0,"LA",1,0,0.7710383
"642",43335,"2022090800-2958-39",2022090800,2958,39,"A'Shawn Robinson","2022-09-08 22:40:07.500000",94,"LA","right",53.99,20.15,3.79,2.4,0.42,158.51,104.82,"first_contact","2022090800-2958",0,"LA",1,0,0.9442987
"442",43298,"2022090800-3262-35",2022090800,3262,35,"Leonard Floyd","2022-09-08 22:52:06.200000",54,"LA","right",83.2,44.58,7.68,3.75,0.77,47.03,70.15,"first_contact","2022090800-3262",0,"LA",1,0,0.8266196
"734",47939,"2022090800-3283-32",2022090800,3283,32,"Justin Hollins","2022-09-08 22:52:49.200000",58,"LA","right",86.77,32.89,2.33,1.09,0.23,121.14,57.75,"first_contact","2022090800-3283",0,"LA",1,0,1.007224
"643",47844,"2022090800-3304-40",2022090800,3304,40,"Taylor Rapp","2022-09-08 22:53:33.700000",24,"LA","right",93.13,38.22,3.58,3.45,0.36,288.46,291.65,"first_contact","2022090800-3304",0,"LA",1,0,1.053091
"334",42816,"2022090800-529-37",2022090800,529,37,"Troy Hill","2022-09-08 20:41:40.099999",2,"LA","left",97.81,31.21,4.5,2.63,0.45,46.01,339.27,"first_contact","2022090800-529",0,"LA",1,0,1.633707
"735",47844,"2022090800-593-20",2022090800,593,20,"Taylor Rapp","2022-09-08 20:43:36.799999",24,"LA","left",78.39,8.21,7.49,3.39,0.75,240.53,223.96,"first_contact","2022090800-593",0,"LA",1,0,0.7359348
"443",43294,"2022090800-617-9",2022090800,617,9,"Jalen Ramsey","2022-09-08 20:44:15.500000",5,"LA","left",60.71,3.31,5.52,1.69,0.56,118.4,149.22,"first_contact","2022090800-617",0,"LA",1,0,1.540195
"937",47939,"2022090800-646-22",2022090800,646,22,"Justin Hollins","2022-09-08 20:44:54.599999",58,"LA","left",59.78,8.14,5.24,3.45,0.52,144.93,180.86,"first_contact","2022090800-646",0,"LA",1,0,0.7738863
"832",48026,"2022090800-692-22",2022090800,692,22,"Nick Scott","2022-09-08 20:46:03.900000",33,"LA","left",39.77,42.58,4.53,3.88,0.45,74.83,110.47,"first_contact","2022090800-692",0,"LA",1,0,1.287245
"1138",53532,"2022090800-80-20",2022090800,80,20,"Ernest Jones","2022-09-08 20:24:37.599999",53,"LA","left",74.35,39.26,4.98,2.74,0.5,17.57,345.26,"first_contact","2022090800-80",0,"LA",1,0,1.188276
"444",43294,"2022090800-867-15",2022090800,867,15,"Jalen Ramsey","2022-09-08 20:55:08.299999",5,"LA","right",42.62,3.85,4.8,4.38,0.49,235.75,228.74,"first_contact","2022090800-867",0,"LA",1,0,0.7045566
"1033",48026,"2022090800-896-35",2022090800,896,35,"Nick Scott","2022-09-08 20:55:43.299999",33,"LA","right",46.71,14.77,5.46,2.45,0.55,200.57,226.14,"first_contact","2022090800-896",0,"LA",1,0,1.421267
"736",47984,"2022091110-1394-12",2022091110,1394,12,"Rashad Fenton","2022-09-11 17:18:49.000000",27,"KC","left",81.96,5.13,3.18,4.18,0.33,75.27,67.66,"first_contact","2022091110-1394",0,"KC",1,0,1.262458
"1034",53487,"2022091110-1418-21",2022091110,1418,21,"Nick Bolton","2022-09-11 17:19:22.200000",32,"KC","left",80.53,41.89,3.21,6.11,0.33,92.29,48.71,"first_contact","2022091110-1418",0,"KC",1,0,0.2433105
"539",47846,"2022091110-2287-10",2022091110,2287,10,"Juan Thornhill","2022-09-11 18:07:58.299999",22,"KC","left",79.73,38.06,4.86,3.4,0.49,135.48,103.53,"first_contact","2022091110-2287",0,"KC",1,0,0.9676776
"1035",53487,"2022091110-2356-9",2022091110,2356,9,"Nick Bolton","2022-09-11 18:09:49.099999",32,"KC","left",72.88,37.87,5.11,3.51,0.53,65.75,24.95,"first_contact","2022091110-2356",0,"KC",1,0,1.109414
"938",52792,"2022091110-3140-29",2022091110,3140,29,"Tershawn Wharton","2022-09-11 18:44:40.000000",98,"KC","right",85.44,26.15,1.43,1.77,0.16,252.53,15.02,"first_contact","2022091110-3140",0,"KC",1,0,1.17047
"737",52471,"2022091110-3161-8",2022091110,3161,8,"Willie Gay","2022-09-11 18:45:21.099999",50,"KC","right",90.88,32.12,3.44,1.39,0.34,332.51,34.41,"first_contact","2022091110-3161",0,"KC",1,0,1.258014
"833",54495,"2022091110-3578-53",2022091110,3578,53,"George Karlaftis","2022-09-11 19:07:22.299999",56,"KC","right",64.55,43.2,5.29,3.84,0.54,19.29,22.46,"first_contact","2022091110-3578",0,"KC",1,0,0.5514526
"335",45045,"2022091110-3623-32",2022091110,3623,32,"Elijah Lee","2022-09-11 19:08:27.799999",44,"KC","right",87.43,2.14,6.84,3.27,0.68,144.08,149.53,"first_contact","2022091110-3623",0,"KC",1,0,1.322195
"445",47867,"2022091110-3674-29",2022091110,3674,29,"Khalen Saunders","2022-09-11 19:09:45.500000",99,"KC","right",100.77,25.52,2.88,1.21,0.29,238.29,141.34,"first_contact","2022091110-3674",0,"KC",1,0,0.4816638
"644",52792,"2022091110-3983-39",2022091110,3983,39,"Tershawn Wharton","2022-09-11 19:22:49.500000",98,"KC","right",30.89,20.2,3.08,1.41,0.32,343.41,115.5,"first_contact","2022091110-3983",0,"KC",1,0,0.975141
"135",35493,"2022091110-4056-18",2022091110,4056,18,"Carlos Dunlap","2022-09-11 19:24:22.500000",8,"KC","right",46.41,43.34,9.03,1.83,0.91,20.71,27.94,"first_contact","2022091110-4056",0,"KC",1,0,0.9013878
"1036",54600,"2022091110-4099-10",2022091110,4099,10,"Joshua Williams","2022-09-11 19:25:18.000000",23,"KC","right",53.01,46.63,5.84,3.27,0.59,208.61,271.67,"first_contact","2022091110-4099",0,"KC",1,0,0.7338937
"336",46407,"2022091110-4137-9",2022091110,4137,9,"Chris Lammons","2022-09-11 19:25:40.599999",29,"KC","right",59.83,22.31,6.32,2.04,0.63,48.56,35.01,"first_contact","2022091110-4137",0,"KC",1,0,0.7029225
"540",46117,"2022091200-1967-41",2022091200,1967,41,"Uchenna Nwosu","2022-09-12 21:50:49.599999",10,"SEA","right",27.78,37.76,2.21,0.77,0.23,268.28,324.32,"first_contact","2022091200-1967",0,"SEA",1,0,0.527731
"229",41464,"2022091200-1988-42",2022091200,1988,42,"Shelby Harris","2022-09-12 21:51:26.000000",93,"SEA","right",33.84,28.94,4.71,2.04,0.49,145.19,145.51,"first_contact","2022091200-1988",0,"SEA",1,0,0.7802564
"738",47871,"2022091200-2188-27",2022091200,2188,27,"Cody Barton","2022-09-12 21:57:10.099999",57,"SEA","right",102.85,46.2,0.7,3.26,0.08,326.66,317.49,"first_contact","2022091200-2188",0,"SEA",1,0,1.070561
"136",35562,"2022091200-2613-30",2022091200,2613,30,"Al Woods","2022-09-12 22:12:44.799999",99,"SEA","right",77.87,34.07,1.1,0.63,0.11,272.69,326.24,"first_contact","2022091200-2613",0,"SEA",1,0,0.9560335
"645",46117,"2022091200-2712-26",2022091200,2712,26,"Uchenna Nwosu","2022-09-12 22:15:58.200000",10,"SEA","right",107.53,24.12,2.36,4.83,0.25,250.64,303.99,"first_contact","2022091200-2712",0,"SEA",1,0,0.7547185
"834",47941,"2022091200-286-40",2022091200,286,40,"Michael Jackson","2022-09-12 20:25:19.200000",30,"SEA","left",76.93,48.67,3.88,5,0.4,64.42,5.39,"first_contact","2022091200-286",0,"SEA",1,0,1.066208
"739",47871,"2022091200-3048-9",2022091200,3048,9,"Cody Barton","2022-09-12 22:32:05.700000",57,"SEA","left",86.5,43.65,6.89,2.82,0.69,23.22,19.67,"first_contact","2022091200-3048",0,"SEA",1,0,0.9415413
"1139",54618,"2022091200-3077-42",2022091200,3077,42,"Tariq Woolen","2022-09-12 22:32:47.099999",27,"SEA","left",86.06,9.42,3.15,3.27,0.31,41.08,168.38,"first_contact","2022091200-3077",0,"SEA",1,0,1.287633
"835",47941,"2022091200-315-49",2022091200,315,49,"Michael Jackson","2022-09-12 20:26:08.700000",30,"SEA","left",67.41,50.95,4.96,0.77,0.49,11.39,335.87,"first_contact","2022091200-315",0,"SEA",1,0,1.088531
"939",52435,"2022091200-346-15",2022091200,346,15,"Jordyn Brooks","2022-09-12 20:26:58.000000",56,"SEA","left",41.15,51.58,6.01,3.35,0.62,325.23,297.63,"first_contact","2022091200-346",0,"SEA",1,0,1.101136
"541",44873,"2022091200-3628-10",2022091200,3628,10,"Josh Jones","2022-09-12 22:58:31.799999",13,"SEA","left",71.58,42.36,3.63,2.32,0.36,90.36,67.59,"first_contact","2022091200-3628",0,"SEA",1,0,0.4964877
"137",35562,"2022091200-3685-26",2022091200,3685,26,"Al Woods","2022-09-12 22:58:58.299999",99,"SEA","left",71.98,30.69,1.44,1.81,0.13,139.96,241.15,"first_contact","2022091200-3685",0,"SEA",1,0,1.226418
"940",52435,"2022091200-741-39",2022091200,741,39,"Jordyn Brooks","2022-09-12 20:45:18.700000",56,"SEA","left",101.49,37.17,0.63,3.59,0.05,138.52,254.82,"first_contact","2022091200-741",0,"SEA",1,0,0.8802272
"836",47941,"2022091200-762-12",2022091200,762,12,"Michael Jackson","2022-09-12 20:45:58.599999",30,"SEA","left",86.24,48.19,5.4,4.74,0.56,6.72,0.34,"first_contact","2022091200-762",0,"SEA",1,0,1.170684
"446",42827,"2022091200-786-11",2022091200,786,11,"Justin Coleman","2022-09-12 20:46:40.799999",28,"SEA","left",74.97,21.33,4.24,1.47,0.42,288.28,260.08,"first_contact","2022091200-786",0,"SEA",1,0,0.9066973
"941",52435,"2022091200-810-39",2022091200,810,39,"Jordyn Brooks","2022-09-12 20:47:20.400000",56,"SEA","left",66.03,23.97,4.8,2.7,0.48,193.41,230.05,"first_contact","2022091200-810",0,"SEA",1,0,0.8207923
"646",46487,"2022091200-910-30",2022091200,910,30,"Poona Ford","2022-09-12 20:52:26.599999",97,"SEA","right",49.91,30.81,1.75,4.03,0.15,297.27,43.26,"first_contact","2022091200-910",0,"SEA",1,0,1.108603
"837",52792,"2022091110-1623-41",2022091110,1623,41,"Tershawn Wharton","2022-09-11 17:30:03.799999",98,"KC","left",89.68,14.76,5.78,1,0.61,160.71,173.52,"first_contact","2022091110-1623",0,"KC",1,0,0.6307139
"740",52546,"2022091110-1908-15",2022091110,1908,15,"L'Jarius Sneed","2022-09-11 17:41:55.700000",38,"KC","left",49.56,4.27,7.7,4.47,0.78,216.16,191.98,"first_contact","2022091110-1908",0,"KC",1,0,0.7969944
"337",46137,"2022091110-1959-10",2022091110,1959,10,"Justin Reid","2022-09-11 17:43:14.000000",20,"KC","left",43.33,9.33,6.23,4.8,0.64,52.04,161.23,"first_contact","2022091110-1959",0,"KC",1,0,0.7964923
"838",52792,"2022091110-2609-28",2022091110,2609,28,"Tershawn Wharton","2022-09-11 18:22:13.799999",98,"KC","left",84.45,26.91,4.42,1.6,0.45,278.34,354.38,"first_contact","2022091110-2609",0,"KC",1,0,0.2983287
"942",53487,"2022091110-2925-16",2022091110,2925,16,"Nick Bolton","2022-09-11 18:37:31.200000",32,"KC","left",77,24.45,3.35,1.2,0.34,122.38,161.06,"first_contact","2022091110-2925",0,"KC",1,0,1.251759
"647",52471,"2022091110-2949-17",2022091110,2949,17,"Willie Gay","2022-09-11 18:37:59.000000",50,"KC","left",75.07,5.51,5.66,3.61,0.56,150.74,191.46,"first_contact","2022091110-2949",0,"KC",1,0,1.134637
"943",53487,"2022091110-2978-28",2022091110,2978,28,"Nick Bolton","2022-09-11 18:38:35.200000",32,"KC","left",72.71,10.48,4.07,3.03,0.41,142.91,155.61,"first_contact","2022091110-2978",0,"KC",1,0,0.8637129
"1037",54527,"2022091110-3002-19",2022091110,3002,19,"Bryan Cook","2022-09-11 18:39:01.099999",6,"KC","left",64.86,15.62,5.85,3.69,0.59,133.58,168.85,"first_contact","2022091110-3002",0,"KC",1,0,1.258968
"648",47867,"2022091110-3185-40",2022091110,3185,40,"Khalen Saunders","2022-09-11 18:48:45.700000",99,"KC","right",103.15,24.11,2.73,1.05,0.28,195.96,152.25,"first_contact","2022091110-3185",0,"KC",1,0,0.4317407
"741",52471,"2022091110-347-46",2022091110,347,46,"Willie Gay","2022-09-11 16:37:16.200000",50,"KC","right",31.8,8.25,6.42,3.26,0.65,172.94,181.8,"first_contact","2022091110-347",0,"KC",1,0,1.453444
"944",53487,"2022091110-379-23",2022091110,379,23,"Nick Bolton","2022-09-11 16:38:22.599999",32,"KC","right",43.47,39.59,5.81,0.98,0.57,320.1,2.01,"first_contact","2022091110-379",0,"KC",1,0,0.7184706
"839",52585,"2022091110-729-32",2022091110,729,32,"Michael Danna","2022-09-11 16:49:54.299999",51,"KC","right",35.21,34.52,3.59,1.7,0.38,345.69,11.26,"first_contact","2022091110-729",0,"KC",1,0,0.5521775
